	course	0	1	2	3	4	5	6	7
1131	GER 202	German Studies							
1132	GER 202W	German Studies							
1133	GER 225	German Studies							
1153	GER 229	German Studies							
1134	GER 231	German Studies							
1135	GER 234	German Studies							
1136	GER 236	German Studies							
1137	GER 238	German Studies							
1138	GER 239	German Studies							
1139	GER 250	German Studies							
1140	GER 250H	German Studies							
1141	GER 258	German Studies							
601	GER 286	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	German Studies					
1142	GER 325	German Studies							
1143	GER 329	German Studies	Women's and Gender Studies						
1144	GER 338	German Studies							
1145	GER 350	German Studies							
1146	GER 350H	German Studies							
1147	GER 360	German Studies							
1148	GER 370	German Studies							
1149	GER 385	German Studies							
1150	GER 386	German Studies							
1151	GER 387	German Studies							
133	GER 388	American Studies	German Studies						
1152	GER 389	German Studies							
632	GRK 101	Classical Civilization							
633	GRK 102	Classical Civilization							
634	GRK 201	Classical Civilization							
635	GRK 202	Classical Civilization							
636	GRK 203	Classical Civilization							
637	GRK 250	Classical Civilization							
638	GRK 250H	Classical Civilization							
639	GRK 302	Classical Civilization							
640	GRK 303	Classical Civilization							
641	GRK 304	Classical Civilization							
642	GRK 306	Classical Civilization							
643	GRK 307	Classical Civilization							
644	GRK 308	Classical Civilization							
645	GRK 309	Classical Civilization							
646	GRK 311	Classical Civilization							
647	GRK 350	Classical Civilization							
648	GRK 350H	Classical Civilization							
686	HEBR 201	Classical Civilization							
1199	HIST 114Y	History	International Relations - Economics						
1200	HIST 116Y	History	Russian Area Studies						
687	HIST 200	Classical Civilization	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1201	HIST 201	History	International Relations - Economics	International Relations - Political Science	Jewish Studies				
134	HIST 203	American Studies	Education Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science		
135	HIST 204	American Studies	Education Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science		
1202	HIST 205	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
136	HIST 207	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies		
1203	HIST 208	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1204	HIST 211	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1205	HIST 212	History	International Relations - Economics	International Relations - Political Science	Latin American Studies				
1206	HIST 213	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Medieval Renaissance Studies		
1207	HIST 214	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
51	HIST 215	Africana Studies - The Caribbean and Latin America Concentration	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies		
1208	HIST 218	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
137	HIST 220	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1043	HIST 221	English	English and Creative Writing	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies	
1209	HIST 222	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
688	HIST 228	Classical Civilization	History	International Relations - Economics	International Relations - Political Science				
689	HIST 229	Classical Civilization	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
690	HIST 230	Classical Civilization	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
691	HIST 231	Classical Civilization	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1210	HIST 232	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1211	HIST 233	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1212	HIST 234	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1213	HIST 240	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1214	HIST 242	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies			
1215	HIST 243	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies			
138	HIST 244	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies		
139	HIST 245	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies		
1217	HIST 246	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies	Russian Area Studies		
1216	HIST 247	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Russian Area Studies			
1218	HIST 248	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Russian Area Studies			
140	HIST 249	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1219	HIST 250	History	International Relations - Political Science						
1220	HIST 250H	History	International Relations - Political Science						
141	HIST 252	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
142	HIST 253	American Studies	Education Studies	History	International Relations - Economics	International Relations - Political Science			
143	HIST 254	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies		
144	HIST 256	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
145	HIST 260	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1221	HIST 261	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1222	HIST 262	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1223	HIST 263	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1225	HIST 264	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
9	HIST 265	Africana Studies - Africa Concentration	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1226	HIST 266	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	South Asia Studies			
146	HIST 267	American Studies	History	International Relations - Economics	International Relations - Political Science				
1228	HIST 268	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
949	HIST 269	East Asian Studies							
1229	HIST 270	History	International Relations - Economics	International Relations - Political Science					
1230	HIST 272	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1231	HIST 273	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
950	HIST 274	East Asian Studies							
1232	HIST 275	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1233	HIST 276	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
147	HIST 277	American Studies	East Asian Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science		
951	HIST 278	East Asian Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1234	HIST 279	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
952	HIST 280	East Asian Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1235	HIST 284	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Middle Eastern Studies		
1236	HIST 285	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies			
1238	HIST 293	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Middle Eastern Studies	Women's and Gender Studies		
1064	HIST 299	Environmental Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1240	HIST 302	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Russian Area Studies		
148	HIST 311	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
149	HIST 312	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
150	HIST 314	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
151	HIST 319	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
152	HIST 320	American Studies	Environmental Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science		
153	HIST 321	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
692	HIST 325	Classical Civilization	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1241	HIST 329	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1242	HIST 330	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1243	HIST 334	History	International Relations - Economics	International Relations - Political Science					
154	HIST 340	American Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1244	HIST 341	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1245	HIST 350	History	International Relations - Political Science						
1246	HIST 350H	History	International Relations - Political Science						
1247	HIST 352	History	International Relations - Economics	International Relations - Political Science	Medieval Renaissance Studies				
1248	HIST 354	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1249	HIST 358	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Medieval Renaissance Studies		
1250	HIST 359	History	International Relations - Economics	International Relations - Political Science	Latin American Studies				
1251	HIST 360	History	International Relations - Political Science						
1252	HIST 364	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Middle Eastern Studies		
1254	HIST 365	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1255	HIST 366	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Middle Eastern Studies		
1257	HIST 367	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	South Asia Studies			
1259	HIST 369	History	International Relations - Economics	International Relations - Political Science	Jewish Studies	Middle Eastern Studies			
1261	HIST 370	History	International Relations - Political Science						
1262	HIST 375	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
1263	HIST 376	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1264	HIST 377	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1265	HIST 379	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Medieval Renaissance Studies			
1266	HIST 383	History	International Relations - Economics	International Relations - History	International Relations - Political Science				
953	HIST 395	East Asian Studies	History	International Relations - Economics	International Relations - History	International Relations - Political Science			
1841	HNUR 201	South Asia Studies							
1842	HNUR 202	South Asia Studies							
1843	HNUR 304	South Asia Studies							
1419	ITAS 201	Italian Studies							
1420	ITAS 202	Italian Studies							
1421	ITAS 202W	Italian Studies							
1422	ITAS 203	Italian Studies							
1423	ITAS 209	Italian Studies							
1424	ITAS 210	Italian Studies	Women's and Gender Studies						
1418	ITAS 212	Italian Studies							
1425	ITAS 220	Italian Studies							
1426	ITAS 250	Italian Studies							
1427	ITAS 250H	Italian Studies							
625	ITAS 261	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Italian Studies					
752	ITAS 263	Comparative Literary Studies	Italian Studies	Medieval Renaissance Studies					
1428	ITAS 270	Italian Studies							
1429	ITAS 271	Italian Studies							
1430	ITAS 272	Italian Studies							
1431	ITAS 273	Italian Studies							
1432	ITAS 274	Italian Studies	Medieval Renaissance Studies	Women's and Gender Studies					
1433	ITAS 310	Italian Studies							
1434	ITAS 315	Italian Studies							
1435	ITAS 320	Italian Studies							
1436	ITAS 324	Italian Studies							
1437	ITAS 349	Italian Studies							
1438	ITAS 350	Italian Studies							
1439	ITAS 360	Italian Studies							
1440	ITAS 370	Italian Studies							
1604	JEST 104	Middle Eastern Studies							
933	JPN 201	East Asian Studies							
934	JPN 202	East Asian Studies							
935	JPN 231	East Asian Studies							
936	JPN 232	East Asian Studies							
754	JPN 251	Comparative Literary Studies	East Asian Languages and Cultures	East Asian Studies					
904	JPN 252	East Asian Languages and Cultures	East Asian Studies						
905	JPN 280	East Asian Languages and Cultures	East Asian Studies						
906	JPN 290	East Asian Languages and Cultures	East Asian Studies						
907	JPN 308	East Asian Languages and Cultures	East Asian Studies						
908	JPN 309	East Asian Languages and Cultures	East Asian Studies						
909	JPN 314	East Asian Languages and Cultures	East Asian Studies						
910	JPN 352	East Asian Languages and Cultures	East Asian Studies						
1871	JPN 353	Women's and Gender Studies							
911	JPN 356	East Asian Languages and Cultures	East Asian Studies						
593	JSWT 223	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1441	JWST 102	Jewish Studies							
1460	JWST 201	Jewish Studies	Religion						
1461	JWST 209	Jewish Studies	Religion						
1459	JWST 211	Jewish Studies	Religion						
1456	JWST 233	Jewish Studies	Religion						
1462	JWST 245	Jewish Studies	Religion						
1463	JWST 250	Jewish Studies	Religion						
1464	JWST 250H	Jewish Studies	Religion						
127	JWST 270	American Studies	Comparative Literary Studies	Jewish Studies	Religion				
1457	JWST 274	Jewish Studies	Religion						
1465	JWST 277	Jewish Studies	Latin American Studies	Religion					
1458	JWST 290	Jewish Studies	Religion						
1467	JWST 344	Jewish Studies	Religion						
1466	JWST 345	Jewish Studies	Religion						
1468	JWST 350	Jewish Studies	Religion						
1469	JWST 350H	Jewish Studies	Religion						
1470	JWST 360	Jewish Studies	Religion						
1471	JWST 370	Jewish Studies	Religion						
1472	JWST 377	Jewish Studies	Latin American Studies	Religion					
1473	JWST 380	Jewish Studies	Religion						
937	KOR 201	East Asian Studies							
938	KOR 202	East Asian Studies							
723	KOR 206	Cognitive and Linguistic Sciences - Linguistics Concentration	East Asian Languages and Cultures	East Asian Studies					
912	KOR 209H	East Asian Languages and Cultures	East Asian Studies						
939	KOR 231	East Asian Studies							
940	KOR 232	East Asian Studies							
913	KOR 246	East Asian Languages and Cultures	East Asian Studies						
724	KOR 256	Cognitive and Linguistic Sciences - Linguistics Concentration	East Asian Languages and Cultures	East Asian Studies	Women's and Gender Studies				
941	KOR 309	East Asian Studies							
1535	LAST 101	Latin American Studies							
1296	LAST 207	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies				
1268	LAST 211	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies				
1304	LAST 217	International Relations - Economics	International Relations - History	Latin American Studies					
1538	LAST 221H	Latin American Studies							
1534	LAST 241	Latin American Studies							
1295	LAST 245	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies				
1544	LAST 253	Latin American Studies							
1500	LAST 273	Latin American Studies							
1503	LAST 275	Latin American Studies							
1518	LAST 317	Latin American Studies							
649	LAT 101	Classical Civilization							
650	LAT 102	Classical Civilization							
651	LAT 202	Classical Civilization							
659	LAT 215	Classical Civilization							
652	LAT 250	Classical Civilization							
653	LAT 250H	Classical Civilization							
654	LAT 302	Classical Civilization							
655	LAT 304	Classical Civilization							
656	LAT 308	Classical Civilization							
657	LAT 310	Classical Civilization							
658	LAT 311	Classical Civilization							
660	LAT 350	Classical Civilization							
661	LAT 350H	Classical Civilization							
259	LING 114	Anthropology	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Education Studies			
260	LING 238	Anthropology	Cognitive and Linguistic Sciences - Linguistics Concentration						
712	LING 240	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Psychology Concentration						
261	LING 244	Anthropology	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies				
711	LING 246	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Linguistics Concentration	East Asian Languages and Cultures	East Asian Studies				
713	LING 248	Cognitive and Linguistic Sciences - Linguistics Concentration	Education Studies						
1497	LING 270	Latin American Studies							
714	LING 312	Cognitive and Linguistic Sciences - Linguistics Concentration	Education Studies						
715	LING 315	Cognitive and Linguistic Sciences - Linguistics Concentration							
262	LING 338	Anthropology	Cognitive and Linguistic Sciences - Linguistics Concentration	Education Studies					
1551	MAS 115	Media Arts and Sciences	Music						
1669	MAS 121	Music							
1670	MAS 221	Music							
377	MAS 222	Art History	Media Arts and Sciences	Music					
1373	MAS 246	International Relations - History	International Relations - Political Science	Media Arts and Sciences	Music				
1557	MAS 250	Media Arts and Sciences	Music						
1558	MAS 250H	Media Arts and Sciences	Music						
1671	MAS 260	Music							
1672	MAS 350	Music							
1673	MAS 350H	Music							
1559	MAS 360	Media Arts and Sciences	Music						
1560	MAS 370	Media Arts and Sciences	Music						
527	MATH 115	Astrophysics	Mathematics						
1154	MATH 115Z	Mathematics							
528	MATH 116	Astrophysics	Biochemistry	Mathematics					
542	MATH 120	Biochemistry	Mathematics						
1175	MATH 203	Mathematics							
529	MATH 205	Astrophysics	Chemistry	Data Science	Mathematics				
886	MATH 206	Data Science	Mathematics						
1176	MATH 207Y	Mathematics							
421	MATH 215	Astronomy	Astrophysics	Chemical Physics	Chemistry	Mathematics	Neuroscience		
1177	MATH 220	Mathematics							
1178	MATH 223	Mathematics							
1179	MATH 223Y	Mathematics							
850	MATH 225	Computer Science	Mathematics						
1180	MATH 250	Mathematics							
1156	MATH 302	Mathematics							
1157	MATH 305	Mathematics							
1158	MATH 306	Mathematics							
1159	MATH 307	Mathematics							
1160	MATH 309	Mathematics							
1161	MATH 310	Mathematics							
1162	MATH 312	Mathematics							
1163	MATH 313	Mathematics							
1164	MATH 314	Mathematics							
1165	MATH 316	Mathematics							
1166	MATH 322	Mathematics							
1167	MATH 325	Mathematics							
1168	MATH 326	Mathematics							
1169	MATH 340	Mathematics							
1170	MATH 350	Mathematics							
1171	MATH 355	Mathematics							
1172	MATH 360	Mathematics							
1173	MATH 365	Mathematics							
1174	MATH 370	Mathematics							
1570	MER 211	Medieval Renaissance Studies	Religion						
1042	MER 214	English	English and Creative Writing	Medieval Renaissance Studies	Religion				
1568	MER 247	Medieval Renaissance Studies							
1448	MER 248	Jewish Studies	Latin American Studies	Religion					
753	MER 263	Comparative Literary Studies	Religion						
1269	MER 293	International Relations - Economics							
1571	MER 311	Medieval Renaissance Studies	Religion						
1044	MER 314	English	English and Creative Writing	Religion					
1800	MER 350	Religion							
1801	MER 360	Religion							
1802	MER 370	Religion							
1620	MES 250	Middle Eastern Studies	Religion						
1621	MES 250H	Middle Eastern Studies	Religion						
1622	MES 260	Middle Eastern Studies	Religion						
1573	MES 261	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1623	MES 263	Middle Eastern Studies	Religion						
1444	MES 264	Jewish Studies	Middle Eastern Studies	Religion					
1446	MES 265	Jewish Studies	Middle Eastern Studies	Religion					
1624	MES 267	Middle Eastern Studies	Religion						
1625	MES 270H	Middle Eastern Studies	Religion						
1239	MES 293	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Middle Eastern Studies	Religion		
1601	MES 310	Middle Eastern Studies	Religion						
1626	MES 347	Middle Eastern Studies	Religion						
1627	MES 350	Middle Eastern Studies	Religion						
1628	MES 350H	Middle Eastern Studies	Religion						
1275	MES 358	International Relations - Economics	International Relations - History	Jewish Studies	Middle Eastern Studies	Religion			
1629	MES 359	Middle Eastern Studies	Religion						
1630	MES 360	Middle Eastern Studies	Religion						
1631	MES 361	Middle Eastern Studies	Religion						
1632	MES 362	Middle Eastern Studies	Religion						
1633	MES 363	Middle Eastern Studies	Religion						
1253	MES 364	History	International Relations - Economics	International Relations - History	Jewish Studies	Middle Eastern Studies	Religion		
1575	MES 365	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1256	MES 366	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Middle Eastern Studies	Religion	
1634	MES 367	Middle Eastern Studies	Religion						
1260	MES 369	History	International Relations - Economics	International Relations - Political Science	Jewish Studies	Middle Eastern Studies	Religion		
1635	MES 370	Middle Eastern Studies	Religion						
1636	MUS 100	Music							
1637	MUS 122	Music							
1642	MUS 199	Music							
1577	MUS 200	Medieval Renaissance Studies	Music						
1639	MUS 201	Music							
1640	MUS 202	Music							
34	MUS 209	Africana Studies - Africa Concentration	Africana Studies - United States Concentration	American Studies	Anthropology	Architecture	Music		
263	MUS 210	Anthropology	Latin American Studies	Music					
1647	MUS 212	Music							
1561	MUS 213	Media Arts and Sciences							
1546	MUS 214H	Latin American Studies							
1547	MUS 215	Latin American Studies	Music						
155	MUS 220	American Studies	Architecture	Music					
1650	MUS 222	Music	Women's and Gender Studies						
1873	MUS 224	Women's and Gender Studies							
1638	MUS 244	Music							
86	MUS 245	American Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Music			
1652	MUS 250	Music							
1645	MUS 250H	Music							
603	MUS 275	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
156	MUS 276	American Studies	Architecture	Media Arts and Sciences	Music				
629	MUS 277	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
1648	MUS 298	Music							
1643	MUS 299	Music							
66	MUS 300	Africana Studies - United States Concentration	Jewish Studies	Media Arts and Sciences	Music				
1654	MUS 301	Music							
1646	MUS 309	Music							
1481	MUS 314	Latin American Studies	Music						
1641	MUS 315	Music							
1651	MUS 322	Music	Women's and Gender Studies						
345	MUS 336	Architecture	Media Arts and Sciences						
1644	MUS 344	Music							
1541	MUS 345	Latin American Studies	Music						
1653	MUS 350	Music							
1649	MUS 398	Music							
1674	NEUR 100	Neuroscience							
1675	NEUR 200	Neuroscience							
1676	NEUR 300	Neuroscience							
1680	NEUR 305	Neuroscience							
1681	NEUR 306	Neuroscience							
1684	NEUR 310	Neuroscience							
1682	NEUR 315	Neuroscience							
1685	NEUR 325	Neuroscience							
548	NEUR 332	Biochemistry	Neuroscience						
1686	NEUR 335	Neuroscience							
1025	PEAC 104	Education Studies	Peace and Justice Studies						
954	PEAC 119Y	East Asian Studies							
1353	PEAC 201	International Relations - Economics	Peace and Justice Studies						
1687	PEAC 204	Peace and Justice Studies							
1414	PEAC 205	International Relations - History	Peace and Justice Studies	Women's and Gender Studies					
1026	PEAC 206	Education Studies	International Relations - History	Peace and Justice Studies					
1329	PEAC 207	International Relations - Economics	International Relations - History	International Relations - Political Science					
1689	PEAC 207/	Peace and Justice Studies							
1387	PEAC 209	International Relations - History	International Relations - Political Science						
1693	PEAC 210	Peace and Justice Studies							
119	PEAC 215	American Studies	Education Studies	Peace and Justice Studies					
1307	PEAC 217	International Relations - Economics	International Relations - History	Middle Eastern Studies	Peace and Justice Studies				
1331	PEAC 219	International Relations - Economics	Peace and Justice Studies						
1369	PEAC 220	International Relations - History	International Relations - Political Science	Peace and Justice Studies					
1316	PEAC 221	International Relations - Economics	Peace and Justice Studies						
965	PEAC 222	Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies				
1694	PEAC 223	Peace and Justice Studies							
1224	PEAC 224	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies			
1695	PEAC 225	Peace and Justice Studies	South Asia Studies						
1021	PEAC 231	Education Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Peace and Justice Studies			
1692	PEAC 235	Peace and Justice Studies							
157	PEAC 240	American Studies	Architecture	International Relations - Economics	Peace and Justice Studies				
74	PEAC 243	American Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies			
1696	PEAC 250	Peace and Justice Studies							
1688	PEAC 250H	Peace and Justice Studies							
1690	PEAC 259	Peace and Justice Studies							
1297	PEAC 261	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies				
1691	PEAC 264	Peace and Justice Studies							
1020	PEAC 290	Education Studies	Latin American Studies	Peace and Justice Studies					
1411	PEAC 304	International Relations - History	Peace and Justice Studies						
1024	PEAC 305	Education Studies	Peace and Justice Studies						
1003	PEAC 312	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1697	PEAC 312/	Peace and Justice Studies							
1324	PEAC 318	International Relations - Economics	Peace and Justice Studies						
1699	PEAC 350	Peace and Justice Studies							
1700	PEAC 350H	Peace and Justice Studies							
1284	PEAC 357	International Relations - Economics	International Relations - History	Peace and Justice Studies					
1276	PEAC 358	International Relations - Economics	International Relations - History	Jewish Studies					
1698	PEAC 358/	Peace and Justice Studies							
1701	PEAC 360	Peace and Justice Studies							
1702	PEAC 370	Peace and Justice Studies							
1045	PEAC 388	English	English and Creative Writing	Peace and Justice Studies					
1703	PHIL 102	Philosophy							
1731	PHIL 103	Philosophy							
1057	PHIL 105	Environmental Studies	Philosophy						
1710	PHIL 106	Philosophy							
1711	PHIL 108	Philosophy							
1712	PHIL 111	Philosophy							
1732	PHIL 112	Philosophy							
1713	PHIL 115	Philosophy							
1578	PHIL 200	Medieval Renaissance Studies	Philosophy						
693	PHIL 201	Classical Civilization	Philosophy						
26	PHIL 202	Africana Studies - Africa Concentration							
1562	PHIL 203	Media Arts and Sciences	Philosophy						
1714	PHIL 205	Philosophy							
719	PHIL 207	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy					
1715	PHIL 213	Philosophy							
1678	PHIL 215	Neuroscience	Philosophy						
720	PHIL 216	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Philosophy				
725	PHIL 218	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy	Women's and Gender Studies					
1717	PHIL 22	Philosophy							
1716	PHIL 220	Philosophy							
726	PHIL 221	Cognitive and Linguistic Sciences - Philosophy Concentration	Medieval Renaissance Studies	Philosophy					
1556	PHIL 222	Media Arts and Sciences							
1718	PHIL 226	Philosophy							
1367	PHIL 228	International Relations - History	International Relations - Political Science	Philosophy	Women's and Gender Studies				
1719	PHIL 229	Philosophy							
1704	PHIL 231	Philosophy							
1059	PHIL 233	Environmental Studies	Philosophy						
1061	PHIL 234	Environmental Studies	Philosophy						
1720	PHIL 236	Philosophy							
727	PHIL 245	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1721	PHIL 249	Philosophy							
1579	PHIL 300	Medieval Renaissance Studies	Philosophy						
1706	PHIL 301	Philosophy							
1722	PHIL 303	Philosophy							
1723	PHIL 304	Philosophy							
1707	PHIL 305	Philosophy							
1708	PHIL 306	Philosophy							
1709	PHIL 307	Philosophy							
694	PHIL 310	Classical Civilization	Philosophy						
728	PHIL 311	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1724	PHIL 316	Philosophy							
1725	PHIL 317	Philosophy							
81	PHIL 319	American Studies	International Relations - History	International Relations - Political Science	Philosophy				
729	PHIL 323	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1705	PHIL 325	Philosophy							
1726	PHIL 330	Philosophy							
1727	PHIL 331	Philosophy							
721	PHIL 333	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy					
1076	PHIL 338	Environmental Studies	Philosophy						
1728	PHIL 340	Philosophy							
1729	PHIL 341	Philosophy							
1730	PHIL 342	Philosophy							
730	PHIL 345	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1614	PHIL 366	Middle Eastern Studies	Philosophy						
422	PHYS 100	Astronomy	Astrophysics	Biochemistry					
539	PHYS 104	Biochemistry	Chemistry						
540	PHYS 106	Biochemistry	Chemistry						
423	PHYS 107	Astronomy	Astrophysics	Biochemistry	Chemical Physics	Chemistry			
424	PHYS 108	Astronomy	Astrophysics	Biochemistry	Chemical Physics	Chemistry			
541	PHYS 109	Biochemistry							
425	PHYS 120	Astronomy	Astrophysics	Chemical Physics					
426	PHYS 205	Astronomy	Astrophysics						
427	PHYS 207	Astronomy	Astrophysics	Chemical Physics					
525	PHYS 208	Astrophysics	Chemical Physics						
526	PHYS 210	Astrophysics	Chemical Physics	Neuroscience					
1155	PHYS 216	Mathematics	Neuroscience						
456	PHYS 302	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
452	PHYS 304	Astronomy	Astrophysics	Physics - entering after Fall 2018					
457	PHYS 305	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
458	PHYS 308	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
459	PHYS 310	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
